index,current_price,make,model,year,title_status,mileage
1109,34500,dodge,challenger,2017,clean vehicle,40991.0
1110,33500,dodge,durango,2019,clean vehicle,9023.0
1111,48000,dodge,durango,2018,clean vehicle,8047.0
1112,54500,dodge,durango,2019,clean vehicle,3966.0
1113,13200,dodge,caravan,2018,clean vehicle,41014.0
1114,31500,dodge,durango,2018,clean vehicle,20907.0
1115,17400,dodge,durango,2017,clean vehicle,89795.0
1116,26000,dodge,durango,2017,clean vehicle,57158.0
1118,11000,dodge,door,2013,clean vehicle,83976.0
1119,21000,dodge,charger,2018,clean vehicle,12554.0
1120,5500,dodge,door,2015,clean vehicle,60707.0
1121,7500,dodge,door,2014,clean vehicle,40110.0
1122,15800,dodge,caravan,2019,clean vehicle,28038.0
1123,16900,dodge,journey,2019,clean vehicle,26643.0
1124,25000,dodge,durango,2019,clean vehicle,36127.0
1126,15600,dodge,caravan,2019,clean vehicle,29926.0
1127,23800,dodge,durango,2019,clean vehicle,36750.0
1128,16800,dodge,journey,2019,clean vehicle,27312.0
1129,22700,dodge,durango,2019,clean vehicle,49575.0
1130,23300,dodge,challenger,2019,clean vehicle,30279.0
1131,23500,dodge,challenger,2019,clean vehicle,25825.0
1132,25500,dodge,durango,2019,clean vehicle,32474.0
1133,21800,dodge,challenger,2019,clean vehicle,30585.0
1134,22800,dodge,durango,2019,clean vehicle,36203.0
1135,18200,dodge,caravan,2019,clean vehicle,29602.0
1136,23500,dodge,challenger,2019,clean vehicle,28689.0
1137,25700,dodge,durango,2019,clean vehicle,31447.0
1138,15700,dodge,caravan,2019,clean vehicle,39148.0
1139,17500,dodge,journey,2018,clean vehicle,33495.0
1140,15700,dodge,caravan,2019,clean vehicle,35274.0
1141,16500,dodge,caravan,2018,clean vehicle,48745.0
1142,16100,dodge,caravan,2019,clean vehicle,31297.0
1143,15600,dodge,caravan,2019,clean vehicle,38745.0
1144,15400,dodge,caravan,2019,clean vehicle,37704.0
1145,28200,dodge,durango,2017,clean vehicle,27060.0
1146,15300,dodge,caravan,2019,clean vehicle,40002.0
1147,15900,dodge,caravan,2019,clean vehicle,34930.0
1148,17700,dodge,door,2016,clean vehicle,22863.0
1149,15800,dodge,caravan,2019,clean vehicle,36876.0
1150,15900,dodge,caravan,2019,clean vehicle,34264.0
1151,25300,dodge,charger,2019,clean vehicle,17515.0
1152,16300,dodge,caravan,2019,clean vehicle,27071.0
1153,29500,dodge,durango,2019,clean vehicle,14656.0
1154,14500,dodge,caravan,2019,clean vehicle,35652.0
1155,15400,dodge,caravan,2019,clean vehicle,30055.0
1156,15400,dodge,caravan,2019,clean vehicle,43088.0
1157,15100,dodge,caravan,2019,clean vehicle,33641.0
1158,15000,dodge,caravan,2019,clean vehicle,34797.0
1159,15500,dodge,caravan,2019,clean vehicle,43943.0
1160,15000,dodge,caravan,2019,clean vehicle,35744.0
1161,15200,dodge,caravan,2019,clean vehicle,31542.0
1162,15700,dodge,caravan,2019,clean vehicle,26899.0
1163,16100,dodge,journey,2019,clean vehicle,29985.0
1164,16300,dodge,journey,2018,clean vehicle,37009.0
1165,16000,dodge,journey,2019,clean vehicle,30731.0
1166,16900,dodge,journey,2019,clean vehicle,30062.0
1167,17000,dodge,journey,2019,clean vehicle,28295.0
1168,17300,dodge,journey,2019,clean vehicle,25534.0
1169,15900,dodge,journey,2019,clean vehicle,29716.0
1170,15700,dodge,journey,2019,clean vehicle,34294.0
1171,16900,dodge,journey,2019,clean vehicle,27643.0
1172,15500,dodge,journey,2019,clean vehicle,35516.0
1173,15100,dodge,journey,2019,clean vehicle,40674.0
1174,15500,dodge,journey,2019,clean vehicle,32494.0
1175,15400,dodge,journey,2019,clean vehicle,35047.0
1176,16500,dodge,journey,2019,clean vehicle,32898.0
1177,42500,dodge,challenger,2015,clean vehicle,13740.0
1178,16600,dodge,journey,2019,clean vehicle,23132.0
1179,15200,dodge,journey,2019,clean vehicle,37174.0
1180,15800,dodge,journey,2019,clean vehicle,34023.0
1181,16900,dodge,journey,2019,clean vehicle,30021.0
1182,11100,dodge,caravan,2017,clean vehicle,51469.0
1183,15600,dodge,journey,2019,clean vehicle,31237.0
1184,16900,dodge,journey,2019,clean vehicle,30186.0
1185,15300,dodge,journey,2019,clean vehicle,41956.0
1186,16600,dodge,journey,2019,clean vehicle,30727.0
1187,21800,dodge,durango,2017,clean vehicle,38956.0
1188,36500,dodge,charger,2018,clean vehicle,22036.0
1189,26300,dodge,durango,2019,clean vehicle,26462.0
1190,20900,dodge,challenger,2019,clean vehicle,23143.0
1191,20100,dodge,challenger,2019,clean vehicle,17340.0
1192,26700,dodge,charger,2019,clean vehicle,29749.0
1193,23900,dodge,charger,2019,clean vehicle,35248.0
1194,14500,dodge,caravan,2018,clean vehicle,40417.0
1195,23000,dodge,durango,2017,clean vehicle,30309.0
1196,15000,dodge,journey,2018,clean vehicle,42303.0
1197,15000,dodge,journey,2018,clean vehicle,35326.0
1198,28500,ford,door,2017,clean vehicle,92100.0
1199,28000,ford,door,2017,clean vehicle,99375.0
1200,9000,ford,door,2017,clean vehicle,72418.0
1201,28700,ford,doors,2015,clean vehicle,29733.0
1202,25000,ford,door,2017,clean vehicle,119439.0
1203,17347,ford,doors,2015,clean vehicle,54396.0
1204,13800,ford,door,2016,clean vehicle,91606.0
1205,25888,ford,doors,2015,clean vehicle,2807.0
1206,8500,ford,fusion,2017,clean vehicle,78739.0
1207,21289,ford,doors,2015,clean vehicle,71955.0
1208,17999,ford,doors,2015,clean vehicle,48472.0
1209,2700,ford,door,2012,clean vehicle,98470.0
1210,30977,ford,doors,2015,clean vehicle,28937.0
1211,13799,ford,doors,2015,clean vehicle,83693.0
1212,20500,ford,srw,2014,clean vehicle,90888.0
1213,8500,ford,drw,2012,clean vehicle,216942.0
1214,9900,ford,door,2015,clean vehicle,205796.0
1215,65500,ford,srw,2019,clean vehicle,6500.0
1216,24500,ford,wagon,2018,clean vehicle,39943.0
1217,32500,ford,explorer,2020,clean vehicle,5920.0
1218,9200,ford,fusion,2018,clean vehicle,71478.0
1219,17700,ford,door,2017,clean vehicle,119520.0
1220,18300,ford,fusion,2020,clean vehicle,10882.0
1221,43500,ford,srw,2019,clean vehicle,29010.0
1222,15200,ford,door,2016,clean vehicle,69003.0
1223,36200,ford,srw,2019,clean vehicle,16207.0
1224,21900,ford,mustang,2018,clean vehicle,29748.0
1225,20700,ford,wagon,2019,clean vehicle,25582.0
1226,12300,ford,fusion,2019,clean vehicle,24520.0
1227,4200,ford,door,2016,clean vehicle,104383.0
1228,19500,ford,transit,2019,clean vehicle,34164.0
1229,14300,ford,fusion,2020,clean vehicle,6975.0
1230,13700,ford,van,2016,clean vehicle,67150.0
1231,13200,ford,door,2015,clean vehicle,100820.0
1232,6200,ford,door,2014,clean vehicle,142286.0
1233,6500,ford,door,2015,clean vehicle,60015.0
1234,1500,ford,door,2013,clean vehicle,126381.0
1235,2200,ford,door,2013,clean vehicle,128753.0
1236,4200,ford,door,2013,clean vehicle,0.0
1237,8700,ford,van,2013,clean vehicle,64598.0
1238,3200,ford,door,2012,clean vehicle,111532.0
1239,9000,ford,door,2012,clean vehicle,149346.0
1240,20000,ford,edge,2018,clean vehicle,43567.0
1241,33000,ford,door,2017,clean vehicle,36004.0
1242,23300,ford,f-150,2019,clean vehicle,10935.0
1243,8750,ford,van,2017,clean vehicle,150484.0
1244,11975,ford,door,2012,clean vehicle,122014.0
1245,23600,ford,transit,2019,clean vehicle,19363.0
1246,12000,ford,explorer,2016,clean vehicle,42902.0
1247,30900,ford,f-150,2018,clean vehicle,401.0
1248,23900,ford,transit,2019,clean vehicle,11077.0
1249,40400,ford,f-150,2018,clean vehicle,34100.0
1250,38000,ford,srw,2019,clean vehicle,30018.0
1251,27000,ford,flex,2019,clean vehicle,18279.0
1252,24000,ford,transit,2019,clean vehicle,7373.0
1253,30000,ford,ranger,2019,clean vehicle,2590.0
1254,16200,ford,fusion,2019,clean vehicle,41662.0
1255,30000,ford,flex,2019,clean vehicle,15019.0
1256,23900,ford,transit,2019,clean vehicle,9420.0
1257,13800,ford,taurus,2018,clean vehicle,41864.0
1258,23700,ford,transit,2019,clean vehicle,16829.0
1259,24300,ford,f-150,2018,clean vehicle,6290.0
1260,54900,ford,srw,2019,clean vehicle,14393.0
1261,22500,ford,taurus,2018,clean vehicle,14599.0
1262,39000,ford,f-150,2018,clean vehicle,25839.0
1263,13900,ford,escape,2018,clean vehicle,60715.0
1264,24700,ford,explorer,2018,clean vehicle,23350.0
1265,20100,ford,transit,2018,clean vehicle,62386.0
1266,22000,ford,mustang,2018,clean vehicle,6248.0
1267,38200,ford,mustang,2019,clean vehicle,878.0
1268,24400,ford,transit,2018,clean vehicle,49710.0
1269,35000,ford,mustang,2018,clean vehicle,2042.0
1270,18600,ford,flex,2019,clean vehicle,7742.0
1271,22700,ford,transit,2018,clean vehicle,39733.0
1272,38000,ford,f-150,2018,clean vehicle,33701.0
1273,17000,ford,door,2014,clean vehicle,67542.0
1274,17500,ford,escape,2017,clean vehicle,35095.0
1275,23200,ford,f-150,2019,clean vehicle,8652.0
1276,30700,ford,explorer,2017,clean vehicle,51107.0
1277,23500,ford,transit,2019,clean vehicle,14987.0
1278,26400,ford,edge,2017,clean vehicle,28252.0
1279,23500,ford,transit,2019,clean vehicle,16009.0
1280,38000,ford,door,2017,clean vehicle,47866.0
1281,23600,ford,transit,2019,clean vehicle,11004.0
1282,19300,ford,edge,2017,clean vehicle,42895.0
1283,23200,ford,f-150,2019,clean vehicle,9490.0
1284,13800,ford,door,2017,clean vehicle,39027.0
1285,23600,ford,transit,2019,clean vehicle,13466.0
1286,23200,ford,f-150,2019,clean vehicle,8737.0
1287,40000,ford,door,2017,clean vehicle,23960.0
1288,23400,ford,f-150,2019,clean vehicle,5562.0
1289,23600,ford,transit,2019,clean vehicle,13763.0
1290,23000,ford,f-150,2019,clean vehicle,10444.0
1291,25500,ford,door,2017,clean vehicle,41696.0
1292,23500,ford,transit,2019,clean vehicle,15787.0
1293,29900,ford,door,2017,clean vehicle,9167.0
1294,23200,ford,transit,2019,clean vehicle,17541.0
1295,50500,ford,f-150,2017,clean vehicle,24686.0
1296,23400,ford,transit,2019,clean vehicle,15210.0
1297,24500,ford,transit,2017,clean vehicle,54601.0
1298,49000,ford,mustang,2017,clean vehicle,2205.0
1299,25400,ford,transit,2017,clean vehicle,35691.0
1300,23000,ford,flex,2017,clean vehicle,32788.0
1301,6000,ford,door,2012,clean vehicle,180471.0
1302,22400,ford,edge,2016,clean vehicle,42925.0
1303,22500,ford,edge,2016,clean vehicle,37385.0
1304,25200,ford,edge,2019,clean vehicle,15415.0
1305,36000,ford,door,2016,clean vehicle,20047.0
1306,26700,ford,edge,2019,clean vehicle,16884.0
1307,30500,ford,door,2016,clean vehicle,57936.0
1308,26700,ford,edge,2019,clean vehicle,15244.0
1309,25000,ford,edge,2019,clean vehicle,19842.0
1310,35200,ford,door,2016,clean vehicle,38830.0
1311,30300,ford,f-150,2019,clean vehicle,31899.0
1312,25000,ford,door,2016,clean vehicle,69305.0
1313,26500,ford,door,2016,clean vehicle,46098.0
1314,21600,ford,mustang,2019,clean vehicle,29457.0
1315,18800,ford,edge,2016,clean vehicle,30765.0
1316,21500,ford,mustang,2019,clean vehicle,29096.0
1317,9000,ford,door,2016,clean vehicle,40437.0
1318,16700,ford,cutaway,2015,clean vehicle,69004.0
1319,16800,ford,cutaway,2015,clean vehicle,65179.0
1320,15700,ford,cutaway,2015,clean vehicle,75862.0
1321,16800,ford,cutaway,2015,clean vehicle,68319.0
1322,19500,ford,door,2015,clean vehicle,80354.0
1323,20500,ford,door,2015,clean vehicle,51441.0
1324,17400,ford,cutaway,2015,clean vehicle,70954.0
1325,17500,ford,door,2014,clean vehicle,92500.0
1326,26000,ford,door,2014,clean vehicle,66367.0
1327,56700,ford,f-150,2019,clean vehicle,13884.0
1328,5000,ford,door,2013,clean vehicle,202565.0
1329,40200,ford,f-150,2019,clean vehicle,26484.0
1330,54000,ford,door,2013,clean vehicle,703.0
1331,65200,ford,max,2019,clean vehicle,18138.0
1332,32500,ford,srw,2017,clean vehicle,28007.0
1333,25500,ford,transit,2019,clean vehicle,11251.0
1334,63000,ford,srw,2019,clean vehicle,11640.0
1335,44000,ford,srw,2019,clean vehicle,10763.0
1336,70000,ford,drw,2019,clean vehicle,9643.0
1337,56200,ford,srw,2019,clean vehicle,33930.0
1338,35000,ford,srw,2019,clean vehicle,26451.0
1339,57700,ford,srw,2019,clean vehicle,21101.0
1340,74000,ford,drw,2019,clean vehicle,10536.0
1341,60200,ford,srw,2019,clean vehicle,31744.0
1342,60000,ford,srw,2018,clean vehicle,18062.0
1343,63000,ford,srw,2018,clean vehicle,17942.0
1344,22500,ford,door,2014,clean vehicle,43646.0
1345,8300,ford,energi,2014,clean vehicle,71989.0
1346,8300,ford,door,2012,clean vehicle,138328.0
1347,21000,ford,door,2013,clean vehicle,95386.0
1348,19300,ford,fusion,2019,clean vehicle,23740.0
1349,16400,ford,fusion,2019,clean vehicle,36064.0
1350,27300,ford,f-150,2019,clean vehicle,18805.0
1351,26400,ford,cab,2012,clean vehicle,151035.0
1352,35100,ford,mustang,2019,clean vehicle,10099.0
1353,41500,ford,f-150,2018,clean vehicle,9800.0
1354,34100,ford,mustang,2019,clean vehicle,10483.0
1355,28600,ford,f-150,2019,clean vehicle,17544.0
1356,34100,ford,mustang,2019,clean vehicle,10167.0
1357,28700,ford,ranger,2019,clean vehicle,11457.0
1358,24700,ford,edge,2019,clean vehicle,26590.0
1359,46500,ford,expedition,2019,clean vehicle,35346.0
1360,29000,ford,f-150,2019,clean vehicle,12953.0
1361,25500,ford,edge,2019,clean vehicle,26693.0
1362,39500,ford,f-150,2019,clean vehicle,25071.0
1363,33100,ford,f-150,2019,clean vehicle,33538.0
1364,30500,ford,f-150,2019,clean vehicle,9915.0
1365,3600,ford,fiesta,2018,clean vehicle,1.0
1366,16800,ford,fusion,2019,clean vehicle,9910.0
1367,24000,ford,f-150,2019,clean vehicle,16765.0
1368,58500,ford,expedition,2019,clean vehicle,4970.0
1369,55000,ford,door,2017,clean vehicle,43964.0
1370,28800,ford,f-150,2019,clean vehicle,40785.0
1371,26800,ford,door,2015,clean vehicle,108998.0
1372,36000,ford,max,2018,clean vehicle,58576.0
1373,20000,ford,wagon,2018,clean vehicle,55475.0
1374,46700,ford,drw,2019,clean vehicle,35929.0
1375,42800,ford,srw,2019,clean vehicle,21669.0
1376,21800,ford,mustang,2018,clean vehicle,16079.0
1377,18800,ford,mustang,2018,clean vehicle,41147.0
1378,18800,ford,flex,2018,clean vehicle,45798.0
1379,30200,ford,f-150,2018,clean vehicle,21703.0
1380,27500,ford,explorer,2018,clean vehicle,22284.0
1381,37500,ford,transit,2018,clean vehicle,24567.0
1382,19100,ford,mustang,2018,clean vehicle,30594.0
1383,17100,ford,flex,2018,clean vehicle,52747.0
1384,13500,ford,escape,2018,clean vehicle,21592.0
1385,54500,ford,srw,2018,clean vehicle,19853.0
1386,9000,ford,fiesta,2018,clean vehicle,25201.0
1387,16400,ford,f-150,2020,clean vehicle,10351.0
1388,17000,ford,fusion,2020,clean vehicle,1117.0
1389,24800,ford,door,2017,clean vehicle,37279.0
1390,26800,ford,door,2017,clean vehicle,30113.0
1391,19400,ford,door,2017,clean vehicle,27570.0
1392,20000,ford,flex,2017,clean vehicle,45188.0
1393,7000,ford,door,2012,clean vehicle,149712.0
1394,25100,ford,explorer,2017,clean vehicle,25030.0
1396,18200,ford,fusion,2020,clean vehicle,9861.0
1397,14200,ford,fusion,2018,clean vehicle,1751.0
1398,56500,ford,door,2017,clean vehicle,30629.0
1400,26500,ford,van,2020,clean vehicle,122.0
1401,34300,ford,srw,2019,clean vehicle,28534.0
1402,43500,ford,f-150,2017,clean vehicle,80699.0
1404,37200,ford,srw,2019,clean vehicle,24078.0
1405,12800,ford,door,2017,clean vehicle,38639.0
1407,12500,ford,door,2017,clean vehicle,31871.0
1408,21500,ford,f-150,2017,clean vehicle,76876.0
1409,17300,ford,fusion,2019,clean vehicle,28070.0
1410,27000,ford,explorer,2017,clean vehicle,3189.0
1411,31800,ford,el,2017,clean vehicle,28359.0
1412,13000,ford,door,2017,clean vehicle,42890.0
1413,31800,ford,el,2017,clean vehicle,29328.0
1414,46300,ford,door,2016,clean vehicle,47531.0
1415,6000,ford,door,2015,clean vehicle,57345.0
1416,22800,ford,door,2016,clean vehicle,67546.0
1417,45000,ford,expedition,2019,clean vehicle,18153.0
1418,49500,ford,expedition,2019,clean vehicle,17689.0
1419,3000,ford,van,2012,clean vehicle,137171.0
1420,20000,ford,door,2015,clean vehicle,63445.0
1421,25300,ford,edge,2019,clean vehicle,26422.0
1423,45500,ford,expedition,2019,clean vehicle,18767.0
1424,9100,ford,fiesta,2018,clean vehicle,38289.0
1425,48000,ford,expedition,2019,clean vehicle,22960.0
1426,47000,ford,max,2019,clean vehicle,17263.0
1427,49500,ford,expedition,2019,clean vehicle,16981.0
1428,31200,ford,wagon,2019,clean vehicle,13058.0
1429,18500,ford,door,2014,clean vehicle,45887.0
1430,15500,ford,escape,2019,clean vehicle,21740.0
1431,30500,ford,wagon,2019,clean vehicle,17707.0
1432,45500,ford,max,2019,clean vehicle,19121.0
1433,31500,ford,wagon,2019,clean vehicle,18856.0
1434,11000,ford,door,2013,clean vehicle,84752.0
1435,46500,ford,max,2019,clean vehicle,19555.0
1436,31500,ford,wagon,2019,clean vehicle,16340.0
1437,32000,ford,f-150,2018,clean vehicle,17242.0
1438,23900,ford,edge,2019,clean vehicle,28733.0
1439,31500,ford,wagon,2019,clean vehicle,16019.0
1440,18500,ford,taurus,2016,clean vehicle,75580.0
1442,46000,ford,max,2019,clean vehicle,19227.0
1443,31500,ford,wagon,2019,clean vehicle,13633.0
1444,14700,ford,van,2015,clean vehicle,37739.0
1446,47500,ford,expedition,2019,clean vehicle,24072.0
1447,31500,ford,wagon,2019,clean vehicle,17657.0
1448,8900,ford,door,2014,clean vehicle,77392.0
1450,49000,ford,expedition,2019,clean vehicle,19731.0
1451,31500,ford,wagon,2019,clean vehicle,15581.0
1452,8900,ford,door,2014,clean vehicle,70181.0
1453,48000,ford,max,2019,clean vehicle,16143.0
1454,50000,ford,max,2019,clean vehicle,17995.0
1455,47300,ford,max,2019,clean vehicle,23926.0
1456,45000,ford,f-150,2017,clean vehicle,57929.0
1457,49000,ford,max,2019,clean vehicle,20758.0
1458,40200,ford,f-150,2019,clean vehicle,10028.0
1459,48000,ford,max,2019,clean vehicle,21051.0
1460,5000,ford,door,2015,clean vehicle,136307.0
1461,8200,ford,bus,2013,clean vehicle,105880.0
1462,49000,ford,max,2019,clean vehicle,19985.0
1463,4000,ford,door,2015,clean vehicle,102590.0
1464,39000,ford,expedition,2019,clean vehicle,27612.0
1465,29000,ford,door,2015,clean vehicle,90855.0
1466,46500,ford,max,2019,clean vehicle,19936.0
1467,7805,ford,door,2015,clean vehicle,64495.0
1468,22000,ford,mustang,2018,clean vehicle,39477.0
1469,18800,ford,max,2019,clean vehicle,25698.0
1470,33000,ford,door,2015,clean vehicle,73849.0
1471,39500,ford,expedition,2019,clean vehicle,25422.0
1472,16900,ford,door,2015,clean vehicle,47866.0
1473,42500,ford,max,2019,clean vehicle,31236.0
1474,39500,ford,expedition,2019,clean vehicle,26755.0
1475,25500,ford,f-150,2018,clean vehicle,49177.0
1476,49500,ford,max,2019,clean vehicle,20749.0
1477,25000,ford,f-150,2018,clean vehicle,15003.0
1478,40000,ford,f-150,2019,clean vehicle,12247.0
1479,26000,ford,f-150,2018,clean vehicle,1.0
1480,29500,ford,f-150,2019,clean vehicle,10808.0
1481,23000,ford,f-150,2019,clean vehicle,11263.0
1482,25500,ford,f-150,2018,clean vehicle,42307.0
1483,44500,ford,f-150,2019,clean vehicle,17484.0
1484,15600,ford,escape,2019,clean vehicle,37106.0
1485,23100,ford,f-150,2019,clean vehicle,9539.0
1486,37000,ford,f-150,2019,clean vehicle,2384.0
1487,14500,ford,fusion,2019,clean vehicle,20590.0
1488,23000,ford,f-150,2019,clean vehicle,13896.0
1489,26500,ford,f-150,2019,clean vehicle,9451.0
1490,18000,ford,fusion,2017,clean vehicle,31657.0
1491,35700,ford,expedition,2019,clean vehicle,33907.0
1492,31000,ford,f-150,2019,clean vehicle,10028.0
1493,2000,ford,door,2013,clean vehicle,175640.0
1494,40400,ford,max,2019,clean vehicle,30770.0
1495,43600,ford,f-150,2019,clean vehicle,15141.0
1496,22600,ford,f-150,2019,clean vehicle,18431.0
1497,26000,ford,f-150,2019,clean vehicle,9604.0
1498,23200,ford,f-150,2019,clean vehicle,9516.0
1499,29000,ford,f-150,2019,clean vehicle,9718.0
1500,22800,ford,f-150,2019,clean vehicle,16506.0
1502,31000,ford,f-150,2019,clean vehicle,11028.0
1503,22900,ford,f-150,2019,clean vehicle,11313.0
1505,28000,ford,f-150,2019,clean vehicle,12886.0
1506,23200,ford,f-150,2019,clean vehicle,9556.0
1507,27000,ford,f-150,2019,clean vehicle,13269.0
1508,22800,ford,f-150,2019,clean vehicle,16770.0
1509,31500,ford,f-150,2019,clean vehicle,13526.0
1510,23400,ford,transit,2019,clean vehicle,16391.0
1511,28000,ford,f-150,2019,clean vehicle,11437.0
1512,23400,ford,transit,2019,clean vehicle,17964.0
1513,28000,ford,f-150,2018,clean vehicle,5440.0
1514,24900,ford,f-150,2019,clean vehicle,13035.0
1515,23500,ford,transit,2019,clean vehicle,15759.0
1516,36000,ford,f-150,2018,clean vehicle,30002.0
1517,28700,ford,f-150,2019,clean vehicle,13673.0
1518,16000,ford,fusion,2018,clean vehicle,24480.0
1519,31000,ford,f-150,2019,clean vehicle,13230.0
1520,16500,ford,f-150,2017,clean vehicle,137789.0
1521,28500,ford,f-150,2019,clean vehicle,13516.0
1522,10800,ford,escape,2017,clean vehicle,81660.0
1523,28500,ford,f-150,2019,clean vehicle,11763.0
1524,25000,ford,explorer,2017,clean vehicle,34165.0
1525,31000,ford,f-150,2019,clean vehicle,13458.0
1526,7800,ford,door,2016,clean vehicle,104867.0
1527,28500,ford,f-150,2019,clean vehicle,14004.0
1528,9500,ford,door,2016,clean vehicle,69829.0
1529,28500,ford,f-150,2019,clean vehicle,13405.0
1530,14500,ford,door,2016,clean vehicle,96151.0
1531,25000,ford,f-150,2019,clean vehicle,12688.0
1532,14500,ford,door,2016,clean vehicle,116519.0
1533,28500,ford,f-150,2019,clean vehicle,12260.0
1534,12100,ford,door,2016,clean vehicle,29367.0
1535,29400,ford,f-150,2019,clean vehicle,18982.0
1536,24700,ford,f-150,2019,clean vehicle,23795.0
1537,8700,ford,door,2016,clean vehicle,76572.0
1538,29500,ford,f-150,2019,clean vehicle,15964.0
1539,25800,ford,f-150,2019,clean vehicle,28117.0
1540,17500,ford,door,2016,clean vehicle,116730.0
1541,23900,ford,f-150,2019,clean vehicle,21055.0
1542,22900,ford,f-150,2019,clean vehicle,27794.0
1543,19500,ford,edge,2016,clean vehicle,56995.0
1544,29500,ford,f-150,2019,clean vehicle,16625.0
1545,24500,ford,f-150,2019,clean vehicle,27689.0
1546,11000,ford,door,2016,clean vehicle,39851.0
1547,22400,ford,f-150,2019,clean vehicle,31727.0
1548,15700,ford,escape,2019,clean vehicle,31586.0
1549,11000,ford,door,2015,clean vehicle,33717.0
1550,28000,ford,f-150,2019,clean vehicle,18418.0
1551,13500,ford,fusion,2019,clean vehicle,39013.0
1552,7300,ford,f-150,2013,clean vehicle,125451.0
1553,25100,ford,f-150,2019,clean vehicle,21346.0
1554,24100,ford,transit,2019,clean vehicle,21150.0
1555,6500,ford,f-150,2014,clean vehicle,103862.0
1556,10500,ford,f-150,2019,clean vehicle,22001.0
1557,16900,ford,fusion,2019,clean vehicle,31261.0
1558,6000,ford,door,2013,clean vehicle,140870.0
1559,28500,ford,f-150,2019,clean vehicle,14358.0
1560,16200,ford,fusion,2019,clean vehicle,41672.0
1561,6500,ford,f-150,2013,clean vehicle,95655.0
1562,24500,ford,flex,2019,clean vehicle,19493.0
1563,16500,ford,fusion,2019,clean vehicle,36956.0
1564,56500,ford,door,2017,clean vehicle,23223.0
1565,10400,ford,fusion,2019,clean vehicle,13085.0
1566,22800,ford,explorer,2018,clean vehicle,36124.0
1567,26500,ford,flex,2019,clean vehicle,19147.0
1568,23800,ford,flex,2019,clean vehicle,24993.0
1569,24700,ford,f-150,2018,clean vehicle,41127.0
1570,12400,ford,fusion,2019,clean vehicle,32365.0
1571,16600,ford,fusion,2019,clean vehicle,27774.0
1572,11200,ford,door,2015,clean vehicle,105027.0
1573,15900,ford,fusion,2019,clean vehicle,27806.0
1574,7700,ford,door,2015,clean vehicle,54198.0
1575,15100,ford,fusion,2019,clean vehicle,30181.0
1576,7200,ford,door,2013,clean vehicle,82670.0
1577,15600,ford,fusion,2019,clean vehicle,36305.0
1578,39700,ford,srw,2019,clean vehicle,10475.0
1579,16000,ford,fusion,2019,clean vehicle,34734.0
1580,7500,ford,door,2012,clean vehicle,186713.0
1581,15500,ford,srw,2017,clean vehicle,132150.0
1582,19000,ford,taurus,2019,clean vehicle,12928.0
1583,5500,ford,door,2015,clean vehicle,116539.0
1584,38700,ford,drw,2018,clean vehicle,59549.0
1585,21000,ford,taurus,2019,clean vehicle,12174.0
1586,28500,ford,door,2016,clean vehicle,96129.0
1587,37200,ford,drw,2018,clean vehicle,89809.0
1588,18500,ford,taurus,2019,clean vehicle,18202.0
1589,15000,ford,door,2015,clean vehicle,128505.0
1590,37700,ford,drw,2017,clean vehicle,43527.0
1591,22200,ford,transit,2019,clean vehicle,15792.0
1592,39950,ford,f-150,2019,clean vehicle,9278.0
1593,37600,ford,drw,2017,clean vehicle,41925.0
1594,18500,ford,taurus,2019,clean vehicle,16924.0
1595,10000,ford,door,2013,clean vehicle,119869.0
1596,20500,ford,taurus,2019,clean vehicle,17260.0
1597,5700,ford,door,2013,clean vehicle,89490.0
1598,21000,ford,transit,2019,clean vehicle,40772.0
1599,22500,ford,transit,2019,clean vehicle,25623.0
1600,29000,ford,f-150,2019,clean vehicle,11669.0
1601,13200,ford,door,2013,clean vehicle,138524.0
1602,25500,ford,transit,2019,clean vehicle,13644.0
1603,25700,ford,door,2016,clean vehicle,147935.0
1604,18900,ford,doors,2015,clean vehicle,44456.0
1605,31500,ford,wagon,2019,clean vehicle,20357.0
1606,45500,ford,door,2017,clean vehicle,66366.0
1607,11000,ford,door,2017,clean vehicle,43532.0
1608,18288,ford,doors,2015,clean vehicle,45218.0
1609,20000,ford,door,2017,clean vehicle,85688.0
1610,36600,ford,door,2016,clean vehicle,58902.0
1611,18299,ford,doors,2015,clean vehicle,59869.0
1612,10000,ford,escape,2017,clean vehicle,35021.0
1613,4100,ford,door,2012,clean vehicle,100264.0
1614,30995,ford,door,2015,clean vehicle,157057.0
1616,31500,ford,wagon,2019,clean vehicle,23222.0
1617,13500,ford,door,2016,clean vehicle,87686.0
1618,7500,ford,door,2014,clean vehicle,162918.0
1620,22800,ford,wagon,2019,clean vehicle,32526.0
1621,11300,ford,door,2016,clean vehicle,69402.0
1622,32700,ford,door,2014,clean vehicle,76336.0
1624,21900,ford,wagon,2019,clean vehicle,47628.0
1625,11700,ford,door,2014,clean vehicle,135283.0
1627,9800,ford,door,2014,clean vehicle,74181.0
1628,11000,ford,door,2014,clean vehicle,77386.0
1630,13000,ford,cutaway,2013,clean vehicle,136661.0
1631,5500,ford,door,2013,clean vehicle,109600.0
1633,11200,ford,door,2013,clean vehicle,122861.0
1635,23400,ford,f-150,2019,clean vehicle,12198.0
1637,22900,ford,f-150,2019,clean vehicle,15656.0
1638,20000,ford,fusion,2020,clean vehicle,23984.0
1639,22900,ford,f-150,2019,clean vehicle,15821.0
